gene	log2FoldChange
Actbeta	-0.1817985
COX3	-0.181761908
mRpS28	-0.181720868
CG13088	-0.181365538
Mgat1	-0.181040081
CG10226	-0.180961066
Galphas	-0.180782074
CG32432	-0.180713512
bys	-0.180683767
Gyc89Db	-0.180655873
CG8931	-0.180449992
Gld	-0.180423534
Not11	-0.18042135
CG7945	-0.180355838
Bsg25D	-0.180146843
GLS	-0.180050718
CG14767	-0.180014592
MFS17	-0.179783956
Rap2l	-0.179783154
CG8206	-0.179740691
psq	-0.179641676
CG13625	-0.17953462
Pgk	-0.179504524
mRpL17	-0.179481827
sals	-0.179369355
Pka-R2	-0.179332415
CG7810	-0.179300167
nonA-l	-0.179280575
GstO1	-0.179026719
vtd	-0.178531519
Npc1a	-0.178476634
CG33267	-0.178458892
Acsl	-0.17837558
CG4287	-0.178280259
Vha26	-0.178202611
Tace	-0.178089484
erm	-0.178072956
CG4537	-0.177863529
Jheh2	-0.177570347
ATPsynO	-0.17753667
CG10307	-0.177535307
CG43324	-0.177534154
CG13623	-0.17735406
dati	-0.177232817
mRpL41	-0.177189123
MED25	-0.177097499
CG12990	-0.177086876
CR43724	-0.1770286
CG32816	-0.177025749
CG14882	-0.17694214
Desat1	-0.176738366
CG15099	-0.176624851
CG5500	-0.176582559
CG1265	-0.176572794
CG8116	-0.176531593
CG42238	-0.176476312
SerT	-0.176436031
CCAP-R	-0.176420722
CG7806	-0.176414133
CG9231	-0.176404488
Or45a	-0.17632833
CG11835	-0.176228329
CG4661	-0.176184893
CG5687	-0.175984164
FeCH	-0.175758499
CG9586	-0.175755186
CG33056	-0.175696218
Mlp84B	-0.175591062
CG12947	-0.17556603
CG34393	-0.175548408
Art8	-0.175527208
Orct	-0.175433614
bsf	-0.175291027
ND-MWFE	-0.175261581
Trip1	-0.175199145
CG7630	-0.175157825
Rcd-1	-0.175124355
Pex19	-0.175077715
eIF2B-beta	-0.175022081
CG14516	-0.174979492
CG8419	-0.174961112
CG5613	-0.174874567
CG8398	-0.174796408
CG11760	-0.174734088
CG6495	-0.174681525
CG9686	-0.174593268
CG9919	-0.174523496
CG5773	-0.17449084
CG11753	-0.174461921
CG42361	-0.174265403
SCCRO4	-0.174224906
lectin-33A	-0.174196114
Taf10	-0.174193618
Pfdn5	-0.174168871
Iml1	-0.173987432
CG4660	-0.173782489
jhamt	-0.173780547
CG13014	-0.173643716
CG12913	-0.173499147
CG40498	-0.173479779
fu	-0.17337067
mgr	-0.173352497
snoRNA:Me28S-G2017	-0.173240267
UQCR-11	-0.173231001
rumi	-0.173062999
CG12173	-0.172833563
CG3594	-0.172740731
Mrp4	-0.172713783
mab-21	-0.172462807
CG13220	-0.172423862
Pka-C1	-0.172411177
CG14483	-0.172308496
CG9629	-0.172141886
CG12484	-0.172115355
CG34140	-0.171840129
Mkp	-0.171840129
tara	-0.171820548
Nelf-A	-0.171781753
yps	-0.171684056
CG4820	-0.171548259
Vps37B	-0.171487797
CG18003	-0.171486596
p24-1	-0.171479577
CG14231	-0.171397158
CG7685	-0.171115709
CASK	-0.170941578
CG10527	-0.170889255
PIP5K59B	-0.170856911
CG7168	-0.170848957
MRP	-0.170693147
CG16812	-0.170630381
poly	-0.170311396
CG5028	-0.17022058
uzip	-0.170197868
CR45951	-0.170194435
Scsalpha	-0.17017998
e(r)	-0.170136488
CG45081	-0.170097948
COX8	-0.170030323
U2af38	-0.169941202
CG14331	-0.169905209
Tsp5D	-0.169841505
pHCl	-0.169828036
cos	-0.169805813
CG2698	-0.169791327
Hcf	-0.169728959
myo	-0.169689655
CG7378	-0.169637562
CG14933	-0.169596213
CG42486	-0.169583295
yellow-h	-0.169371642
Sec61gamma	-0.169365595
mRpL10	-0.169297413
CG42594	-0.169248718
Dim1	-0.16919965
CG1789	-0.168961219
phyl	-0.168921909
CG34353	-0.168696551
INPP5E	-0.168679107
CG18812	-0.168578348
MBD-like	-0.168435395
nrv3	-0.168399883
CG34213	-0.168360292
mTTF	-0.168328526
Nup43	-0.168319622
RpL28	-0.16811266
vimar	-0.168088095
koko	-0.168065848
cana	-0.167853544
COX7C	-0.167699171
pnt	-0.167670718
Mppe	-0.167455131
Girdin	-0.167384972
nwk	-0.167380032
rtv	-0.167215359
CG14591	-0.16713471
CG15414	-0.167044324
CG7504	-0.166755418
tau	-0.166673767
CG11665	-0.166039791
Patsas	-0.165987818
CG16717	-0.165791118
Gcn5	-0.165757701
CG4743	-0.165635691
CG42381	-0.165626918
CG42380	-0.165626918
CG9784	-0.165491359
Su(fu)	-0.165405339
UQCR-14	-0.165338143
CG12071	-0.165324847
CG5705	-0.165305286
CYTB	-0.165209368
CG3732	-0.165127052
CG6136	-0.16509885
Pnn	-0.164976515
CG31051	-0.164936149
Cdk9	-0.164844589
CG5013	-0.164843381
Sdc	-0.164836362
inaE	-0.164796581
SdhC	-0.164789565
CG12081	-0.164761116
SmD1	-0.164728669
CG9986	-0.164727923
CG30120	-0.164709186
RpS20	-0.164572427
dre4	-0.164550663
rdo	-0.164510423
Tim10	-0.164501502
CG42497	-0.164501502
Ntmt	-0.16446425
CR45520	-0.164438882
pelo	-0.16425918
amd	-0.164237859
tacc	-0.164231035
CG12123	-0.164154508
NANS	-0.164124565
CG5986	-0.164121815
tutl	-0.164100173
CG30069	-0.163906829
CG1233	-0.163842215
robl	-0.163811781
nrv2	-0.163807262
CG17486	-0.163481016
TfAP-2	-0.163480944
Cpr11B	-0.163425992
CG43351	-0.16336187
NC2alpha	-0.163270467
CG11317	-0.163182487
Atf6	-0.163073309
CG13607	-0.162722378
dpr21	-0.162640058
CG12184	-0.162531491
CG9422	-0.162426878
LSm7	-0.162296492
CR45474	-0.162287983
PMP34	-0.162247474
CG31174	-0.162054506
Slip1	-0.161800473
CR42254	-0.161748316
MED22	-0.161741321
CG9967	-0.161678198
mRpL13	-0.161402382
Got1	-0.161369086
Hr38	-0.161362087
CG5282	-0.161229946
cpx	-0.160829878
CG6712	-0.16072599
CG8097	-0.160693723
PIG-U	-0.160540907
CG43778	-0.160352158
Eb1	-0.159969223
NiPp1	-0.159858791
CG18628	-0.159829967
LBR	-0.159755529
CG2217	-0.159748148
CG10347	-0.159632628
PGAP5	-0.15952517
His4r	-0.159512003
CG42496	-0.159461062
Sucb	-0.159316886
scramb1	-0.15926538
Cyt-b5-r	-0.159259912
CG13708	-0.159248217
Torsin	-0.159103269
Sirt4	-0.159101415
Nca	-0.159093663
CG1998	-0.158929564
CG4404	-0.158655715
CR44500	-0.158633658
CG11722	-0.158606982
siz	-0.158374269
vib	-0.158340795
cerv	-0.158295839
clt	-0.158178981
CG11811	-0.158177636
Vap33	-0.158165585
CG13679	-0.158163305
Vha13	-0.158151646
l(1)G0334	-0.158148569
Tsp96F	-0.158125496
CG14423	-0.158107526
CG6574	-0.158089106
CG8323	-0.157888163
Rrp46	-0.15787162
Gbeta5	-0.157706873
Eip78C	-0.157685347
Trx-2	-0.157683724
mri	-0.157667511
alien	-0.157571441
jp	-0.157479938
CG8195	-0.157456895
CR43685	-0.157085809
Ube3a	-0.157077462
Drep4	-0.156977799
CG1271	-0.156879983
gus	-0.156844412
Eph	-0.156839447
CG17186	-0.156747867
CG3262	-0.156734822
lic	-0.1566771
Ent3	-0.156607793
CR45758	-0.15660328
Dyb	-0.156550592
pad	-0.156508336
ppan	-0.156489184
CG3345	-0.156306804
CG15922	-0.156239093
CG14814	-0.156212283
CG3386	-0.15621092
tipE	-0.155768046
CG7824	-0.155599481
CG4622	-0.155556808
Psf3	-0.155521027
Dyrk2	-0.155427219
CG3887	-0.155382228
CG12975	-0.155314834
CG9018	-0.155283432
step	-0.155279378
Cda5	-0.155274393
CG9684	-0.15505974
CG14234	-0.155026767
Ho	-0.154865292
CG1607	-0.154826119
CG11781	-0.154746121
CG6418	-0.154670743
ix	-0.15461584
hook	-0.154461477
CG11155	-0.154336976
SdhAL	-0.15429437
Rab4	-0.154275712
CG6983	-0.154206553
CR44772	-0.154196016
par-6	-0.153825867
CG18428	-0.153785324
CG17360	-0.153629113
Rad60	-0.153600138
Est-Q	-0.153574922
CG1427	-0.153547627
Stim	-0.153530578
Vha44	-0.153530333
PGRP-LD	-0.153409667
Mip	-0.153238662
Atet	-0.153077942
Syx7	-0.153007531
CG12024	-0.152978403
ATPsynG	-0.152936452
CG32095	-0.15289767
Pmi	-0.152756729
CG17454	-0.15259761
CIA30	-0.152563525
DIP1	-0.152559833
Mal-A5	-0.152451102
CG8910	-0.152393136
CG6836	-0.152375161
Mob3	-0.152295342
muskelin	-0.152281373
Pak	-0.152278855
CG7120	-0.152234721
COX7A	-0.152229884
CG8526	-0.152183218
Chd3	-0.152034951
CR45961	-0.151878028
Ssb-c31a	-0.15185506
Cyp1	-0.151849747
CG44195	-0.151801344
CG13760	-0.151777236
CG7194	-0.1516131
Neb-cGP	-0.151433305
CG42668	-0.151284551
CG3337	-0.151148752
Vha36-1	-0.151015802
hfw	-0.150991037
scyl	-0.150927802
5-HT7	-0.150869331
comm	-0.150797296
loqs	-0.150797034
Sytalpha	-0.150775634
B52	-0.150680194
CG9147	-0.150571566
CG12895	-0.150554282
Bacc	-0.150412887
CG4901	-0.1503824
Pino	-0.150362492
brun	-0.150322329
mRpL27	-0.150257494
HmgD	-0.150221616
Ggamma30A	-0.150118677
Not3	-0.15005473
CG17883	-0.14959981
Usp20-33	-0.149488261
Pa1	-0.14939637
CG6231	-0.149337619
CG11839	-0.14916922
CG31371	-0.149140284
Arpc5	-0.14903139
Eglp4	-0.149025171
mRpS22	-0.148997859
CG7943	-0.14869035
CG14671	-0.148588197
inc	-0.14856673
CG30497	-0.148362115
CG11247	-0.148348541
GlcAT-S	-0.148347855
CG10131	-0.148293512
CG8613	-0.148095575
exd	-0.147885386
bdl	-0.147361088
mRpL35	-0.147314764
CG4593	-0.147301848
CG5728	-0.147220923
Ccn	-0.147189631
CG1646	-0.147100759
Pabp2	-0.147087792
CG31814	-0.146997642
Rad17	-0.146997582
gammaSnap2	-0.146958356
CG17027	-0.146946734
chrb	-0.14690454
CG31278	-0.146723421
CG1703	-0.146722335
Meics	-0.146687788
Su(var)3-3	-0.146670477
CG3626	-0.146668663
pasha	-0.146652576
CG5455	-0.146626548
CG11030	-0.146582972
CG15611	-0.146555481
CanB	-0.146529067
Arf102F	-0.146497102
ths	-0.146459141
Dhc93AB	-0.146352706
CG8854	-0.146315726
CG3756	-0.146229209
CPT2	-0.146128738
CG6685	-0.145994771
CR42719	-0.145788706
Ino80	-0.145687437
Pmp70	-0.145629392
Als2	-0.145576073
Tsp42Ef	-0.145505333
CG17211	-0.145468398
p38b	-0.145410507
lace	-0.145359599
beat-VII	-0.145260481
sxc	-0.145075967
Taf7	-0.145042941
snRNA:7SK	-0.144830329
clos	-0.144783242
CG11975	-0.144651284
CG5412	-0.144509995
Dh44-R1	-0.144508
CG5262	-0.144479344
CG3838	-0.144455796
temp	-0.144418339
CG42331	-0.144418048
dikar	-0.144361543
CG2116	-0.14422403
CG7550	-0.144177378
Cyp4d2	-0.14411939
Syx8	-0.143992976
Tom20	-0.143992497
akirin	-0.14398096
CG3160	-0.143826203
repo	-0.143791256
mrn	-0.143495499
Trs33	-0.143323023
CG42674	-0.143208438
Pcl	-0.143153451
CG10681	-0.143131455
mRpS34	-0.143116258
CG9947	-0.143100333
CG16953	-0.143056251
CG9117	-0.143043944
Ubc6	-0.143020333
CG17777	-0.142868754
CG11396	-0.142721868
CG2059	-0.142711137
Mpp6	-0.142612747
CG14647	-0.14232542
CG7166	-0.142272225
ranshi	-0.142266385
CG11236	-0.142238779
CG8944	-0.142156956
CG7071	-0.142136624
Muted	-0.142136624
CG3625	-0.142079147
CG1492	-0.142061119
RunxB	-0.142022843
CG30344	-0.142008277
MESR3	-0.141984671
CG7979	-0.141902118
lectin-24Db	-0.141827749
RpL8	-0.141752579
CG40178	-0.141742138
blow	-0.141720761
JhI-26	-0.141596888
Taf12	-0.14153979
Hs6st	-0.141398904
Ir64a	-0.141346143
Kaz1-ORFB	-0.141109475
CG13707	-0.141069485
eIF4AIII	-0.140936814
Prosalpha3	-0.140934071
CG5966	-0.140928715
Nbr	-0.140854402
CG16713	-0.140798565
CG17726	-0.14077428
Or43b	-0.140623481
CG30187	-0.140616734
MFS18	-0.140616243
Eaat2	-0.14052713
CG14104	-0.140508811
CG8134	-0.140438002
mRpS16	-0.140421016
CR44161	-0.14041234
CG2543	-0.140381435
magu	-0.14015399
CG5379	-0.140010122
Dll	-0.139919308
CG10366	-0.139885139
Mp20	-0.139873559
CG42394	-0.139772416
fusl	-0.139633294
CG6923	-0.139573183
peng	-0.13947762
zyd	-0.139451141
CG5510	-0.13932656
slim	-0.139268479
CG5316	-0.139258847
aph-1	-0.139225124
Cyp6t1	-0.139201166
CG1969	-0.13910997
twz	-0.139076959
CG6123	-0.139023104
miple2	-0.13884993
CG8187	-0.138356352
abs	-0.138350281
Dnah3	-0.138260642
sty	-0.138063357
CG30460	-0.138028701
Upf1	-0.138024476
CG17361	-0.137931682
CG1542	-0.137910839
MED27	-0.137766768
Vps45	-0.13772746
CG45186	-0.137685995
Fer1	-0.13767274
CG9775	-0.137649048
Mitofilin	-0.137564677
haf	-0.13742563
CycH	-0.137383389
CG12213	-0.137148943
CG8492	-0.137096332
CG2157	-0.136893212
CG45069	-0.136801018
GluClalpha	-0.136740286
CG5021	-0.136652939
CadN2	-0.13657945
Sik2	-0.13647463
Rab14	-0.136420318
Cbp53E	-0.13638728
GstE3	-0.136348438
CG31235	-0.136301314
Roc1a	-0.136291687
Exo70	-0.136197194
CG1402	-0.136129941
SmydA-7	-0.136118356
Rcp	-0.13607888
CG16972	-0.135933716
CG3348	-0.135910445
CG17124	-0.135858199
CG4882	-0.135840942
Fsn	-0.135802101
CG45049	-0.13579345
B-H1	-0.135791972
CG32407	-0.135603008
Cchl	-0.135576541
CG8485	-0.135547162
Ctr1B	-0.135542722
CG15141	-0.13550678
CG14230	-0.135462222
CG6654	-0.135369731
CG6195	-0.13526958
pre-mod(mdg4)-O	-0.135224381
ECSIT	-0.135202526
Ephrin	-0.135182245
Prp19	-0.13512194
CG15744	-0.135047893
ico	-0.134887566
Cht11	-0.134831949
CG3689	-0.13480752
NFAT	-0.134648678
CG17343	-0.134629546
Ccz1	-0.134561633
Cfp1	-0.134456138
CG1291	-0.134358221
CG6282	-0.134151358
Ip259	-0.134096559
Acn	-0.134091701
Frq1	-0.134085357
CG9170	-0.134076857
Art1	-0.134061432
Vps15	-0.133993598
Doa	-0.133862691
CR45979	-0.133834662
CG13887	-0.133736527
Bsg	-0.133707581
CG4409	-0.133585124
Vti1b	-0.133439034
Zfrp8	-0.133173334
Fili	-0.133157608
CG10802	-0.133112997
Arp5	-0.133081764
CG4407	-0.133058083
Rab18	-0.133053994
CG18467	-0.133010213
Srp72	-0.132843747
RhoGAP102A	-0.132829524
PpD3	-0.132820391
SH3PX1	-0.132713318
eIF-4E	-0.132475724
COQ7	-0.132317166
CG14722	-0.132304738
CG7379	-0.13229073
CG42446	-0.132285233
ValRS-m	-0.132169101
CG11755	-0.132138743
CG33494	-0.131970168
CG9368	-0.131942851
CG43313	-0.13193895
Deaf1	-0.131803928
apt	-0.131772253
CG12608	-0.131736966
Klp67A	-0.13168934
Sox102F	-0.131503575
RfC4	-0.131428877
CG33116	-0.131388307
CG16903	-0.13135076
CG42495	-0.131338114
CG42375	-0.13132726
CG33978	-0.131246832
CG32225	-0.131210755
Cog3	-0.131111984
shn	-0.13109767
dnd	-0.130979113
fab1	-0.130863046
CR44978	-0.130797642
Src64B	-0.130720805
CG7394	-0.130699335
Cpr47Ee	-0.130639154
ChAT	-0.130608406
RNaseP:RNA	-0.130406856
CG16739	-0.130152291
CG3104	-0.130068104
Klp68D	-0.129933142
nopo	-0.129881914
CG30491	-0.12987494
CtBP	-0.12986414
CG11388	-0.129721519
CR45535	-0.129580676
CG4036	-0.129553197
Rpt4	-0.129547317
mRpL24	-0.129546425
obst-A	-0.129514504
l(2)35Cc	-0.129435562
Smyd4-1	-0.129394742
sfl	-0.129376482
CG30010	-0.129186533
Atg8a	-0.129135901
Gem2	-0.129087355
Rab8	-0.129028868
pre-mod(mdg4)-C	-0.128864795
pre-mod(mdg4)-E	-0.128864795
Zir	-0.128776015
sff	-0.12873332
mei-W68	-0.128626897
Cirl	-0.128596767
CG8735	-0.128573554
CG34445	-0.128513838
CG5339	-0.128512969
TfIIEbeta	-0.128492052
CG43373	-0.128457221
CG7191	-0.128397175
CG31998	-0.128318057
CG15343	-0.128082404
Pgam5	-0.127994327
CG3744	-0.127957798
MTPAP	-0.127812715
fs(1)M3	-0.127729356
Reep1	-0.127714569
tun	-0.127685052
dob	-0.127646313
pigs	-0.127623326
CG7084	-0.127573729
mRpL37	-0.127143786
CG1416	-0.127033549
CG9014	-0.127027626
CG15209	-0.126957778
CG10654	-0.126904993
SC35	-0.126866126
olf186-M	-0.126809499
Taf13	-0.126678015
ssp3	-0.126623689
CG9451	-0.126609619
mus81	-0.126603374
Hen1	-0.126542309
CG31156	-0.126504474
Bgb	-0.126424148
CG17202	-0.126369625
Ance-5	-0.126356279
CG13902	-0.126306355
Rrp40	-0.126251662
CG43346	-0.126220351
nop5	-0.126203341
CG9527	-0.126120897
smt3	-0.125859813
Afti	-0.125859484
Xpc	-0.125837165
RpS3A	-0.125828813
Rpn13	-0.125803983
Mad1	-0.125647129
Atg4a	-0.125561479
CG1463	-0.125559834
alphaTub84D	-0.125403788
eIF5	-0.12533204
CG12344	-0.125232944
CG6565	-0.12513941
CG42371	-0.125011857
TfIIA-L	-0.124998509
Pur-alpha	-0.124860849
Vsp37A	-0.124836261
VhaM9.7-c	-0.124778854
Gat	-0.124743793
CR44021	-0.124705337
Nmda1	-0.124700317
CG9356	-0.124690525
rho-7	-0.124666754
CG6805	-0.124639986
CG7956	-0.124555128
ND-24	-0.124515788
Tmem18	-0.124260353
4-Sep	-0.124195642
mRpL14	-0.124169747
CG1636	-0.124093229
CG42676	-0.123891473
GstD9	-0.123886163
Ars2	-0.123874474
CalpA	-0.123856845
DNA-ligI	-0.123827434
Ppt2	-0.123747828
RPA3	-0.123559836
CG9850	-0.123508532
Corp	-0.123507878
Git	-0.123484944
CG10075	-0.123480045
wda	-0.123452565
CG8281	-0.123437544
l(2)10685	-0.123377714
CG15735	-0.123367284
CG12851	-0.123354409
spz3	-0.123344011
Syt1	-0.123303216
CG31365	-0.123234621
CG6910	-0.123182798
nito	-0.123179229
CG17514	-0.123139982
14-3-3zeta	-0.123090423
elm	-0.12301607
CG32271	-0.123011526
CG3781	-0.122999621
Drep1	-0.12294212
CG13751	-0.122823078
CG5321	-0.122801722
RhoGAP92B	-0.122675234
CR43152	-0.122563452
CG46312	-0.122549695
ytr	-0.122518564
CG14100	-0.122502665
CG17065	-0.122496837
PheRS-m	-0.122437687
CG17931	-0.122294624
z	-0.12229079
Ide	-0.12221853
CG6843	-0.12217152
PICK1	-0.122140714
Cks30A	-0.122108496
CG14015	-0.122029182
retm	-0.121862667
Drak	-0.121843211
Cul2	-0.121801462
CG1598	-0.121691201
spn-A	-0.121627362
CG43739	-0.121596336
swa	-0.121440943
Dronc	-0.121396033
Dlg5	-0.121349389
CG7296	-0.121348434
gek	-0.121314796
CG5543	-0.121290731
CG5946	-0.121258167
CG1218	-0.121140644
CG1815	-0.121126274
RabX4	-0.121091635
CG32441	-0.121021302
CG32698	-0.12101605
BEAF-32	-0.120816518
CG42663	-0.120686336
Cyp12a5	-0.120586376
NHP2	-0.120532107
CG3587	-0.120495366
CG10553	-0.120475012
CG7453	-0.120381578
Eaf	-0.120309898
CR43933	-0.120307142
CG6723	-0.12030591
CG10345	-0.120283903
mRpS21	-0.120182215
dpr18	-0.120053741
Prosalpha5	-0.119701605
dgrn	-0.119553191
CG31637	-0.119543868
CG14715	-0.119536383
CG7530	-0.119531696
CG11447	-0.119482187
slmb	-0.119481311
Rtca	-0.119414569
CG11191	-0.11897924
AsnS	-0.118961315
CG10959	-0.118945307
CG34263	-0.118714704
CG11980	-0.11860749
Appl	-0.118541674
Suv3	-0.11825674
CD98hc	-0.118226875
CG3566	-0.11817239
CG3556	-0.118159641
Hmt-1	-0.118097639
Ras64B	-0.118041239
CR44137	-0.117966898
MED28	-0.117900021
CG13197	-0.117859579
CG14232	-0.117818043
GABPI	-0.117809613
CG3704	-0.117795237
CG2082	-0.117761426
Npc2g	-0.117555216
CG7149	-0.117463709
CG15747	-0.117444987
mod	-0.117394933
CG17029	-0.117340599
Tip60	-0.117328355
Mfap1	-0.117258243
Tre1	-0.117212138
CG2911	-0.117200694
Syx6	-0.117143524
Fpps	-0.117129087
CG13364	-0.116865488
CG8326	-0.116779884
b6	-0.116766077
CG34015	-0.116551404
EfTuM	-0.116528143
CG32278	-0.116498787
zf30C	-0.116326276
CG45089	-0.116260302
CG9346	-0.116066742
sprt	-0.116036069
CG13409	-0.115839797
Jra	-0.115741786
CG3776	-0.115728615
CG5174	-0.115644987
CG1814	-0.115630847
CG17841	-0.115522643
CG9119	-0.115374705
dj-1beta	-0.11533396
cora	-0.115316167
CG13773	-0.115313664
CG14764	-0.115123591
Top3beta	-0.115109937
lawc	-0.115091624
CG4230	-0.114817766
CG7791	-0.114761904
Opa1	-0.114747057
Ptp10D	-0.114661349
Mkk4	-0.114642861
CG2962	-0.114636893
CG42258	-0.114558348
snf	-0.114329555
snRNA:U11	-0.114246298
Adam	-0.114196815
Pfdn6	-0.114082992
sta	-0.114075374
CG15923	-0.114035996
CG11099	-0.113845115
prom	-0.113809157
CG1647	-0.113763026
CG32808	-0.113758947
Msr-110	-0.113758284
CG11851	-0.113705184
kl-2	-0.113524456
CG33941	-0.113474538
CG13082	-0.113218654
CG33695	-0.11319517
CG6613	-0.113175397
FKBP59	-0.113157814
Nph	-0.113038099
CG1513	-0.112940002
koi	-0.112901739
Ank	-0.112843058
CG15237	-0.112817912
pdm3	-0.112794955
CR43641	-0.112777875
CG31988	-0.112708627
CG1620	-0.112535963
l(2)k14710	-0.112524308
mei-41	-0.112254691
Non2	-0.112209388
NPFR	-0.112203261
CG43675	-0.112095763
CG10639	-0.112080217
CG7593	-0.112018846
Eno	-0.112006059
mago	-0.111853021
Tsp66E	-0.111569833
Actn	-0.111473898
UBL3	-0.111345853
CG4896	-0.111250045
ATPsynC	-0.111012765
Ccm3	-0.11099327
Tsf2	-0.110990652
CG8272	-0.110981962
Dic61B	-0.110950856
CG5045	-0.110940351
Nup358	-0.110940236
GstE6	-0.110918339
Vha100-1	-0.110904041
Miro	-0.110874481
CG42354	-0.110840096
CG42374	-0.110813946
Pez	-0.11067956
CG14657	-0.110243893
Dcp-1	-0.110237355
hbs	-0.110194282
Tret1-1	-0.11008971
CR44855	-0.110079373
CG1434	-0.110031537
AIMP3	-0.109940826
ND-42	-0.109890957
CG4849	-0.109887117
CG11984	-0.109768453
Atg13	-0.109714371
Arp8	-0.109633916
tn	-0.109397232
okr	-0.109377398
CG1234	-0.109343446
Fim	-0.109218328
CR45149	-0.109202832
CG30008	-0.10919473
CG41378	-0.109194626
GstE8	-0.109177365
Syn2	-0.109165613
CG15890	-0.10891978
CG17163	-0.108905579
DnaJ-H	-0.108877722
CG11906	-0.108877585
CG13594	-0.108825476
P5cr-2	-0.108642658
CG42353	-0.108641907
SLO2	-0.108635059
Gapdh2	-0.108557072
smg	-0.108529874
Aldh-III	-0.108518643
stas	-0.10848189
bol	-0.108451177
pasi2	-0.108437417
CG7156	-0.108431202
ND-MLRQ	-0.108174053
CG5466	-0.108173091
CG5220	-0.108115196
f-cup	-0.108067301
CG2924	-0.107958297
CG13827	-0.107750764
CG9636	-0.107733708
CG12091	-0.10759709
CG14625	-0.107525132
SA	-0.107466763
ham	-0.107303735
ana1	-0.107231951
Hexim	-0.107226499
sds22	-0.107216989
Cdc16	-0.107144954
Ddc	-0.107105782
CG12301	-0.107058982
CG42518	-0.107029996
MED9	-0.107029996
CG11883	-0.107024501
Prp38	-0.107014908
Rcc1	-0.106943208
CR43334	-0.106916857
mRpL28	-0.106914294
ND-30	-0.106819755
Mcm7	-0.106759777
Gdh	-0.106744931
CG9395	-0.106554685
Adar	-0.106433082
Tim23	-0.106183331
CG6422	-0.106146821
Eip63E	-0.106089323
TfIIA-S	-0.10600702
mfas	-0.105805586
Rad9	-0.105724489
CG5793	-0.10570888
PK2-R1	-0.105702438
Dat	-0.105677123
CG12093	-0.105546288
CG5022	-0.105528878
CG2811	-0.105334804
tilB	-0.105250011
stnB	-0.105244455
Sam-S	-0.105064809
CG5611	-0.104998885
CG9960	-0.104856095
CG5645	-0.104751797
CG5969	-0.104476192
CG3358	-0.104451528
CycA	-0.104424
elg1	-0.104383997
Ire1	-0.104178132
Atg18b	-0.104109661
CG9330	-0.104097864
CG15803	-0.104091461
CG8460	-0.10386794
CG13506	-0.103826444
CG5292	-0.103682589
CG11739	-0.103656077
CG15440	-0.103651812
Vps29	-0.103583271
DMAP1	-0.103491624
CR40712	-0.10345973
c(2)M	-0.103442232
CG17321	-0.103351908
stck	-0.103187218
mRpL50	-0.103180392
Dic1	-0.103178703
CG18659	-0.10315878
Mal-B2	-0.102994201
Rpt6	-0.102935691
RpL37A	-0.102629846
CG3224	-0.102623558
grau	-0.102531772
G9a	-0.102527429
CG7148	-0.102527267
ATPsynbeta	-0.102335761
CG11790	-0.10229856
CG4733	-0.1022038
Nup153	-0.10220328
MED26	-0.10212353
Mlf	-0.10210893
Rbm13	-0.101996359
cher	-0.101959089
Ssl1	-0.101945511
CG31751	-0.101895855
GlcAT-I	-0.101823369
CG5458	-0.101814285
CG17765	-0.101808126
Gclm	-0.10177034
SCCRO	-0.101716158
CycK	-0.10162396
CG7058	-0.101622479
UQCR-C1	-0.101596914
Tbh	-0.101577122
Crtc	-0.101483592
Vta1	-0.101324024
CG2269	-0.101043191
UbcE2M	-0.101024514
CG9951	-0.100956798
CG13283	-0.100890713
MAN1	-0.100829766
Syx13	-0.100807718
CG5446	-0.100807697
Moca-cyp	-0.10078204
CG31663	-0.100683756
CG42588	-0.10063825
CG13689	-0.100563749
Cisd2	-0.100551786
CG42512	-0.10015617
CG32573	-0.10015617
CG12502	-0.100114821
Trs20	-0.100095395
Snap24	-0.100090612
ND-13A	-0.099861695
cmb	-0.099837252
Arpc4	-0.099645683
CG5955	-0.099625103
mav	-0.099616134
CG11779	-0.099411675
CG14688	-0.099384702
SNRPG	-0.099236257
Inos	-0.09915099
CG31111	-0.099060595
stmA	-0.09901903
RpL18	-0.098878374
Non3	-0.098848938
CG6746	-0.098843409
CG10970	-0.098815822
veli	-0.098607041
CG18764	-0.098494502
SCAR	-0.098457167
Pym	-0.09826629
Tcs3	-0.098163396
CG6523	-0.098070338
BHD	-0.097910741
grp	-0.097852494
RpL23	-0.097814481
TM9SF2	-0.097676988
26-29-p	-0.09749953
CG43427	-0.097429829
CG3746	-0.097417731
Bug22	-0.097401261
CG12333	-0.097381551
CG18675	-0.097372481
CG3760	-0.097358736
ast	-0.097206823
sea	-0.097179672
CR45985	-0.097163479
ALiX	-0.096971328
CG9723	-0.096816244
ZIPIC	-0.096802594
MED31	-0.096709183
Vrp1	-0.096656498
CG10508	-0.096654005
CG8668	-0.09660782
Hydr1	-0.096573815
Sirt6	-0.096572218
ine	-0.0965673
Clect27	-0.096523456
RpL13	-0.096517411
spin	-0.096447556
CG7239	-0.096433428
CG4617	-0.096428793
CG4676	-0.096420316
CG7632	-0.096363137
CG31717	-0.096309681
CG15630	-0.09618062
ncm	-0.096114925
CG9253	-0.096090937
fws	-0.096083024
CG13807	-0.096006065
Spred	-0.095941313
CG14435	-0.095936978
esg	-0.095852629
CG14798	-0.095842879
Sox100B	-0.095783749
CG3257	-0.095629453
