gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Gycalpha99B	8981.815642	-0.128601148	0.095820488	-1.342104909	0.179561982	0.844093544
dmrt99B	128.6989741	-0.179942717	0.280789347	-0.640845955	0.521622772	0.978975836
CG15506	61.38753305	0.091528976	0.419714656	0.21807429	0.827371229	0.997016825
Pcd	1455.81684	0.094857801	0.122751175	0.772764913	0.439661522	0.963663057
CG18731	455.0387848	0.292624446	0.167808849	1.743796276	0.08119462	0.660125939
Kul	499.5179616	-0.25783581	0.158793814	-1.623714445	0.104436767	0.729123406
CIA30	426.4731649	-0.075638124	0.179439104	-0.421525309	0.673371534	0.994541529
CG1969	938.4386357	0.359020461	0.14015192	2.561652102	0.010417561	0.229488935
IntS11	577.0157687	-0.303257207	0.128217871	-2.36517114	0.018021741	0.323234534
yata	1481.514365	0.161409464	0.116759072	1.382414752	0.166844389	0.825086811
kay	1303.763876	-0.296667114	0.133080021	-2.229238553	0.025798037	0.39244062
Drice	253.9233717	-0.079192177	0.208730201	-0.379399706	0.704391069	0.996878686
CG7789	532.3634181	-0.088819127	0.142956279	-0.621302733	0.534400456	0.98204639
ca	1008.245951	-0.036112838	0.137194481	-0.263223691	0.792378172	0.996878686
neo	0.997774956	0.976274656	2.720880233	0.35880839	0.719738436	0.996878686
Cad99C	17.72924132	0.644238643	0.571356777	1.127559292	0.259506087	0.913303159
RpS8	7739.172976	-0.036344586	0.094015429	-0.386581083	0.699066365	0.996878686
snoRNA:Me28S-A2564	35.91025886	-0.107233278	0.418189151	-0.256422908	0.797624301	0.996878686
CG34133	543.8945932	0.009286019	0.152903073	0.060731408	0.951573118	0.997973223
CG31038	447.532673	-0.298297978	0.150364144	-1.983837168	0.047273995	0.530047816
CG31036	27.38610265	0.239809691	0.503508795	0.476277064	0.633877003	0.994541529
Jon99Ciii	26.91431695	1.70364063	0.693207199	2.457621085	0.013986065	0.275517703
CG15522	809.8986875	-0.138552513	0.129585459	-1.069198002	0.284980459	0.930194439
CG42558	1151.056394	0.150532062	0.114605523	1.313479998	0.189021257	0.856140232
Vps13B	98.31254616	0.093341802	0.305272269	0.305765743	0.759783013	0.996878686
CG7896	21.57494575	0.512716318	0.592789209	0.864921813	0.387081704	0.951192345
Sas-6	20.98130339	-0.118687005	0.52436057	-0.226346168	0.820932193	0.997016825
CG11504	728.4848719	-0.100500534	0.144251738	-0.696702409	0.485989051	0.971266515
Tace	1559.948296	0.024641069	0.119687093	0.20587908	0.836885367	0.997016825
Nlp	1272.043285	-0.057283785	0.125103715	-0.457890354	0.647031217	0.994541529
Axn	393.0145378	0.077243435	0.158486893	0.487380589	0.625988647	0.994541529
Sry-beta	169.7044241	-0.207098354	0.204496949	-1.012720993	0.311193447	0.937376461
Sry-delta	663.521408	-0.097482617	0.137320862	-0.709889345	0.477772758	0.970518668
CG7943	1123.390303	0.100001316	0.133694572	0.747983366	0.454470191	0.96590517
CR44046	51.62341906	-0.896111309	0.370249081	-2.420293137	0.015508	0.294302189
CG7946	483.8664509	-0.178984134	0.146854337	-1.218786845	0.222925106	0.891366016
CG7950	461.5085422	0.239623247	0.169657695	1.412392447	0.157834439	0.810384988
CG34317	461.5085422	0.239623247	0.169657695	1.412392447	0.157834439	0.810384988
sima	2204.076273	0.062837592	0.112821542	0.556964487	0.577551693	0.988829779
CG15529	15.98453127	-0.072518327	0.721940923	-0.100449115	0.919987779	0.997504077
Bet5	464.0175464	0.184982251	0.154751118	1.195353244	0.231949045	0.892923082
Anp	4.515145721	-1.423876892	1.540558088	-0.924260437	0.355350736	0.94703138
CecA1	17.49142838	3.264972716	1.044263644	3.126578938	0.00176853	0.065385868
CecA2	1.472355776	1.167681103	2.470962388	0.472561261	0.636526226	0.994541529
CecC	54.27020226	0.915418926	0.493327854	1.855599514	0.063510663	0.609725335
CG9682	4.226706372	-2.583210885	1.70184286	-1.517890368	0.129042038	0.772608292
CG18404	1.816583703	0.060996225	2.23164379	0.02733242	0.978194599	0.999294086
hdc	4949.433363	-0.147776583	0.147129575	-1.004397544	0.315187033	0.939950825
Fer2LCH	76243.8005	0.071347787	0.096752666	0.737424504	0.460864238	0.967372939
CR45570	22.94992972	0.660534695	0.543675546	1.214942808	0.224387905	0.891366016
mRpS18C	1649.381955	0.139525433	0.188152115	0.741556551	0.458356057	0.967372939
CG15534	1.990895473	0.283335705	1.941005139	0.145973702	0.883942149	0.997504077
CDase	2741.88546	-0.117526276	0.11507432	-1.021307591	0.307108731	0.935168048
PH4alphaEFB	525.1913101	-0.10125773	0.142978372	-0.708203126	0.478819125	0.970518668
spdo	4.091583135	-0.773382229	1.452174072	-0.532568542	0.594332283	0.991902363
Jon99Fi	2.442855435	-0.063755756	1.628144031	-0.039158548	0.968763982	0.999294086
CG34041	15.8710464	-0.118891975	0.607256506	-0.195785428	0.844778116	0.997408062
CG9698	14.23680338	0.227236242	0.826122551	0.275063599	0.783267377	0.996878686
tmod	728.3924866	-0.206014705	0.147332412	-1.398298602	0.162023417	0.818654643
zfh1	2044.594282	0.004551678	0.185494631	0.024538056	0.980423429	0.999294086
dj-1beta	369.4042513	-0.145086484	0.166390695	-0.871962726	0.383228713	0.951192345
cindr	6982.153696	-0.093486711	0.123942479	-0.754274983	0.450684121	0.96590517
CG15544	60.08935623	-0.424620733	0.321720702	-1.319842739	0.186887529	0.854595943
Cpr100A	377.4780619	0.407369704	0.237945217	1.712031489	0.086890866	0.681897421
Ptx1	188.4579012	-0.115784014	0.231878748	-0.499329997	0.617546926	0.994541529
CanA1	2.7349317	-0.391970562	1.740854902	-0.225159812	0.821854952	0.997016825
Alp4	598.2640814	0.067109686	0.163856847	0.409562905	0.682126613	0.996168289
Sox100B	4.199075551	-0.194014283	1.418902066	-0.1367355	0.891239868	0.997504077
Gycbeta100B	2693.12958	0.12633512	0.159533762	0.791902094	0.428417766	0.958478685
CG1544	120.4597406	0.240641036	0.274307883	0.877266208	0.380342062	0.949542977
CG1542	68.37784955	-0.513651439	0.338753724	-1.516297539	0.129444134	0.772608292
CG12054	5084.051352	-0.095271835	0.10594521	-0.899255712	0.368516472	0.947906187
mRpL32	371.7040471	0.056069154	0.173166788	0.323786995	0.746099303	0.996878686
spn-F	330.5852769	0.017518171	0.16294274	0.107511208	0.914383434	0.997504077
CG18673	0.454635052	-2.582809237	4.026560819	-0.641442996	0.521234905	0.978975836
CG34347	52.34717085	-0.332514909	0.403557351	-0.823959488	0.409962577	0.957372399
CG1607	598.3865882	-0.043659112	0.173801616	-0.251200839	0.801658836	0.996878686
Gcn2	77.19070651	-0.113472197	0.35370401	-0.320811169	0.748353495	0.996878686
Gprk2	729.5422963	-0.007117277	0.124496841	-0.057168332	0.954411104	0.997973223
gammaCOP	1159.710525	0.249740981	0.1374816	1.816541134	0.069287404	0.623998012
rod	9.68701901	1.126905734	1.246275524	0.904218781	0.365879404	0.947053134
CG1635	1418.506889	0.0415487	0.114236718	0.363707054	0.716076776	0.996878686
CG1638	31.27564395	-0.090505695	0.483805039	-0.187070591	0.851605286	0.997408062
CG1774	47.73127555	0.389564905	0.407332152	0.956381428	0.338879564	0.944304358
Med	1508.831769	0.012120694	0.138745693	0.087359066	0.930386106	0.997504077
CG1792	79.62443794	-0.177334152	0.299848237	-0.591413021	0.554243718	0.985587819
pasha	254.730375	0.020275681	0.198606099	0.102089922	0.9186853	0.997504077
kek6	1398.700935	-0.017164967	0.125050186	-0.137264625	0.890821631	0.997504077
CG1815	411.4087314	0.136266989	0.181440265	0.751029483	0.452634912	0.96590517
ttk	332.4395458	-0.666749579	0.167833713	-3.972679676	7.11E-05	0.004312036
CG11563	128.3660379	-0.025128143	0.231567069	-0.108513458	0.913588406	0.997504077
Ef1alpha100E	29882.75462	-0.136859645	0.093255121	-1.467583162	0.142217484	0.788815677
CG1890	601.5843643	-0.332055155	0.162311095	-2.045794562	0.040776587	0.495951665
CG1896	178.7700532	0.310562812	0.300230822	1.034413487	0.300942902	0.935168048
CG1910	846.726702	-0.219127828	0.235440357	-0.930714815	0.352001104	0.94703138
pncr017:3R	2.681762597	4.561558503	1.922029651	2.373302878	0.017629801	0.318220478
sip3	873.1580992	0.051199635	0.139356184	0.367401238	0.713319748	0.996878686
faf	1775.404171	0.121225419	0.135320469	0.895839485	0.370338498	0.948381821
Acf	314.8773708	-0.253007122	0.186843949	-1.354109265	0.175701521	0.838094675
CG1971	11.6963036	0.519543168	0.717540633	0.724060972	0.469028304	0.969408138
RhoGAP100F	2059.94571	-0.056943043	0.12124314	-0.469659917	0.638598009	0.994541529
CG2003	18.10185513	0.074911198	0.647173555	0.115751327	0.907849626	0.997504077
CR45557	30.95253896	-0.658542198	0.485572868	-1.35621704	0.175030122	0.838094675
mod	620.8497143	-0.135518085	0.162155934	-0.835726956	0.403308527	0.95592978
CR45124	34.92521189	-0.27486641	0.555639805	-0.49468452	0.62082283	0.994541529
CR43957	58.08225357	-0.031199519	0.356115955	-0.087610563	0.930186206	0.997504077
pan	3988.374756	-0.10298423	0.15955714	-0.645437928	0.518643431	0.978975836
CG32000	2705.148057	-0.145592202	0.118525168	-1.228365287	0.219309873	0.889392877
CR44441	4.917928112	-1.221005498	1.27721262	-0.955992353	0.339076098	0.944304358
Crk	1219.176607	0.384414778	0.119996259	3.203556351	0.001357415	0.053779961
yellow-h	28.95020972	1.225163444	0.554868812	2.208023622	0.027242627	0.40456253
CG1674	236.1579363	0.387512516	0.230517307	1.681056063	0.092752026	0.70495545
RhoGAP102A	277.4765873	-0.225076761	0.170002282	-1.323963173	0.185515276	0.854154711
CR44023	47.02849659	-0.252957516	0.385383463	-0.656378751	0.511580459	0.978975836
Rad23	783.5177811	-0.174295319	0.116268564	-1.499075181	0.133854129	0.782209514
CG32850	444.3758721	-0.091172336	0.140495931	-0.648932217	0.51638219	0.978975836
Hcf	1529.568426	-0.138647384	0.112689785	-1.230345628	0.218567705	0.889392877
CR44024	1102.2744	0.321988626	0.114062216	2.822921001	0.00475883	0.135467166
CaMKI	1924.539497	0.09123449	0.117128861	0.778924075	0.436024441	0.962589005
CR45126	362.1649445	-1.464283013	0.606128433	-2.415796609	0.015700829	0.295064426
CG33941	190.3892969	0.021364945	0.26248337	0.081395423	0.935127489	0.997504077
zfh2	1590.086746	-0.070902208	0.118690748	-0.59736929	0.550260853	0.985587819
Pur-alpha	869.8021099	0.092255607	0.156094287	0.591024881	0.55450375	0.985587819
Ephrin	258.0307391	-0.090191944	0.191595621	-0.470741155	0.637825591	0.994541529
CG1909	3347.290586	-0.01482205	0.115545897	-0.128278462	0.897928609	0.997504077
Eph	947.7326086	-0.02316246	0.128033618	-0.180909205	0.856438844	0.997504077
Gat	9339.813771	-0.096012521	0.09914956	-0.96836054	0.332864339	0.943736445
Slip1	939.3372803	-0.121691389	0.113295752	-1.07410373	0.282776193	0.929552615
CG11360	785.1182687	-0.132907703	0.142793157	-0.930770818	0.351972128	0.94703138
ey	579.3717431	0.020113831	0.133529211	0.150632445	0.880265666	0.997504077
bt	68.9453557	-0.04311217	0.498511223	-0.086481844	0.931083388	0.997504077
CR43425	138.8694052	-0.077674067	0.253410547	-0.306514737	0.759212761	0.996878686
CR44029	19.90061973	-0.1733885	0.60788271	-0.285233479	0.775465273	0.996878686
mGluR	1373.078578	-0.203001595	0.116041803	-1.74938332	0.080224782	0.658289596
CR44030	519.8845271	0.109001907	0.13919724	0.783075204	0.433582951	0.961925071
sphinx	29.62564355	-0.317370796	0.473337766	-0.670495402	0.502542037	0.977429324
toy	5973.706808	-0.073957884	0.154598935	-0.478385471	0.632375873	0.994541529
CR44031	50.47208244	-0.411179383	0.443614936	-0.926883541	0.353987004	0.94703138
ATPsynbeta	11224.93182	0.117701667	0.131604392	0.894359716	0.371129459	0.948381821
apolpp	4897.729219	0.167013255	0.158888785	1.051133061	0.293197482	0.932925041
sv	37.6929878	0.04009739	0.396163455	0.101214259	0.919380378	0.997504077
Arf102F	917.534934	0.08100927	0.123730135	0.654725462	0.512644529	0.978975836
CG11155	3433.590144	-0.110400131	0.102027592	-1.082061517	0.279225194	0.928744348
Kif3C	67.61856947	-0.216449972	0.368817702	-0.586875225	0.55728751	0.985587819
CG33521	108.6482319	-0.024280731	0.347978939	-0.069776438	0.944371601	0.997504077
Mitf	314.9422538	-0.084467195	0.203873307	-0.414312183	0.678645493	0.995680517
Cadps	8956.728177	-0.055954032	0.103472683	-0.540761389	0.588672059	0.991252853
pre-rRNA:CR45845	139.3107999	-0.714451939	0.383341048	-1.863750161	0.062356798	0.605535472
18SrRNA:CR41548	3.315592047	-1.068838251	1.478183134	-0.723075664	0.4696334	0.969408138
kl-2	9.774108179	-0.462849021	0.848077065	-0.545762927	0.58522891	0.990603989
dbr	270.8800334	0.042596726	0.197845302	0.215303195	0.829530939	0.997016825
galectin	1493.453512	0.065932874	0.107106334	0.61558333	0.538169556	0.983233607
CG11374	16.14291308	0.353368326	0.627245353	0.563365395	0.573186096	0.987516676
Zir	515.6697758	0.021924577	0.161388584	0.135849616	0.891940167	0.997504077
CG11377	638.8067048	0.229899574	0.141404462	1.625829708	0.103985887	0.728793494
Sam-S	5156.304406	-0.092267655	0.10788354	-0.855252385	0.392411441	0.951192345
ND-15	1541.77898	0.19494191	0.11161942	1.746487398	0.080726295	0.658617702
CR44969	32.29928631	-0.43421144	0.508388849	-0.854093162	0.393053372	0.951192345
Gs1	3026.87914	0.044559765	0.090276869	0.493590056	0.621595725	0.994541529
CG11454	553.1703499	0.296613143	0.17338729	1.710697148	0.087137034	0.682316395
CG3436	528.1092852	0.013304936	0.145556143	0.091407588	0.927168733	0.997504077
spen	36287.94772	-0.088338214	0.183620348	-0.481091636	0.630451372	0.994541529
mRpL10	1126.321761	0.25798654	0.201593799	1.2797345	0.200638527	0.869100191
Tbc1d15-17	717.4551959	0.087454691	0.142684236	0.61292469	0.539926137	0.984363963
CR44218	30.37419403	-0.167141303	0.498751008	-0.335119729	0.737534771	0.996878686
CG3345	30.88517211	0.650202021	0.479660703	1.355545738	0.175243747	0.838094675
CG11555	102.4687046	-0.299753446	0.267542212	-1.120396831	0.262544695	0.91640354
smo	214.4264349	0.228755717	0.189867713	1.204816307	0.228274223	0.891366016
CR46263	9.266567844	-0.534508285	0.949945883	-0.562672353	0.573658014	0.987516676
CG11562	252.2430851	0.018612404	0.171460603	0.108552075	0.913557774	0.997504077
Hop	1842.115013	0.087077337	0.126174713	0.690133032	0.490110532	0.971266515
Pi3K21B	256.8615069	-0.02568085	0.246564576	-0.10415466	0.917046614	0.997504077
Plc21C	7169.20929	-0.033540703	0.089235649	-0.375866637	0.707016045	0.996878686
CG33127	0.453656799	2.038984284	3.986687659	0.511448214	0.609037241	0.994541529
RpI135	76.66251733	0.125503373	0.311824366	0.402480969	0.687330091	0.996878686
ebi	3448.044072	0.210294726	0.091288738	2.303621781	0.021243884	0.358028666
RpLP1	10788.15762	-0.051352622	0.085295486	-0.602055567	0.54713715	0.98532942
ex	43.56779092	0.858023039	0.402454618	2.131974641	0.033008931	0.445279028
CG4133	675.2559827	0.212872408	0.14272711	1.49146443	0.135839603	0.784299412
MED15	151.2797371	0.289089763	0.23391111	1.235895818	0.216497292	0.888450908
ush	163.5051796	0.103759394	0.219557477	0.472584197	0.636509859	0.994541529
nAChRbeta3	265.3384001	0.131261256	0.22775161	0.57633514	0.564388675	0.98677521
Tspo	867.1574403	-0.15710964	0.148412902	-1.058598263	0.289782779	0.93233523
CG2794	45.12455711	-0.260892243	0.40505115	-0.64409703	0.519512516	0.978975836
CG2807	733.0926316	-0.118351995	0.145104876	-0.815630724	0.414711372	0.95814599
cold	415.9003012	0.154256842	0.163604364	0.942865079	0.345749919	0.94455994
Pph13	12.00507208	-0.188837285	0.746935649	-0.252816002	0.800410401	0.996878686
CG13689	99.99009212	-0.33725205	0.25974377	-1.298402846	0.194148942	0.864034963
Hsp60B	0	NA	NA	NA	NA	NA
GABA-B-R3	2360.651316	0.020454003	0.103103882	0.198382477	0.842745827	0.997316943
CG13946	0.389752154	1.740990133	4.004677673	0.434739141	0.663751784	0.994541529
CG13947	581.8964689	1.859192545	1.133351467	1.640437762	NA	NA
Dbp21E2	35.74167927	-0.056487924	0.408688207	-0.138217651	0.890068405	0.997504077
Pex12	123.1833516	-0.044017306	0.267274817	-0.164689313	0.869188529	0.997504077
Clp	64.22222074	-0.326577054	0.382585356	-0.853605735	0.39332348	0.951192345
CG3662	21621.79693	-0.025341335	0.086603548	-0.292613128	0.769817878	0.996878686
dock	1195.547538	0.133448549	0.126625417	1.053884376	0.291935857	0.93233523
kraken	838.5997335	-0.211847284	0.131462849	-1.611461232	0.10707923	0.73313745
CG13950	73.58543776	-0.166169934	0.313120689	-0.53068973	0.595633804	0.991902363
PNUTS	2774.283759	-0.055268099	0.098136693	-0.563174668	0.573315951	0.987516676
ninaA	254.7182247	-0.505710168	0.256818538	-1.969134208	0.048937682	0.540145845
Lsp1beta	381.2460093	1.339460416	0.598431463	2.238285415	0.025202449	0.389519068
CG4341	3863.150294	-0.260128293	0.130485494	-1.993541846	0.046202146	0.523000412
ast	24.18528271	0.063315018	0.514475269	0.123067174	0.902053905	0.997504077
Atg4a	326.213584	0.101259061	0.155998727	0.649101837	0.516272555	0.978975836
CG14340	376.6098584	-0.088473377	0.156994703	-0.563543709	0.573064705	0.987516676
CG4552	977.3716124	0.083170989	0.12310993	0.675583107	0.49930537	0.9748515
CG4577	15822.55311	-0.049698187	0.087203749	-0.569908837	0.568739531	0.987157993
MFS3	115.0134362	0.254033579	0.334564446	0.759296398	0.447675272	0.965502258
l(2)10685	56.89219158	-0.248978908	0.329080128	-0.756590528	0.449295218	0.96590517
Vps29	1747.659586	-0.017387503	0.131250237	-0.132475975	0.894607824	0.997504077
Tango14	123.4825549	0.017599504	0.259982304	0.067695008	0.946028423	0.997504077
IntS14	85.45077977	-0.516339335	0.304957439	-1.693152123	0.090426515	0.699437067
CG14341	181.9523893	-0.011926099	0.237227	-0.050272941	0.959904886	0.998262761
CG31922	63.94754326	0.467642756	0.336474004	1.389833244	0.164579521	0.821582205
CG4887	692.9122304	-0.002556485	0.145703907	-0.017545757	0.986001229	0.999294086
CG4896	876.8768448	0.050665702	0.124008395	0.408566713	0.682857663	0.99678068
Tgt	67.02672432	-0.168631117	0.312099885	-0.540311371	0.588982318	0.991252853
CG5001	409.2790505	-0.518045576	0.164029246	-3.158251287	0.001587187	0.061282725
CG43348	17.01741015	1.014051301	0.769622681	1.317595397	0.187639127	0.85581069
CG43349	150.6962129	0.924082019	0.414325286	2.230329771	0.025725558	0.39244062
CG5011	90.50949128	1.912639008	0.895819475	2.135071921	0.032755136	0.445279028
CG14342	41.56144296	-0.687964656	0.450585564	-1.526823564	0.12680489	0.772026564
CG42329	142.0665098	-0.333037785	0.452697482	-0.73567404	0.461929092	0.967496653
CG5397	201.74299	-0.850457352	0.198431419	-4.285900675	1.82E-05	0.001279788
robo3	1106.900738	-0.073239263	0.163478778	-0.44800471	0.654149797	0.994541529
a5	95.6219213	-1.456729229	0.451100114	-3.229281448	0.001241017	0.050681223
CG43402	62.50199215	-0.303222335	0.392557594	-0.772427636	0.439861191	0.963663057
haf	357.7981369	0.038701103	0.240228818	0.161100999	0.872013853	0.997504077
CG14352	115.9023773	0.122566951	0.245439521	0.499377404	0.617513535	0.994541529
chinmo	4859.993276	-0.220822303	0.14210499	-1.553937708	0.120199276	0.761335201
cpb	588.0982231	0.029705906	0.14726938	0.201711353	0.840142387	0.997316943
mRpL48	146.5693173	0.427303852	0.222823817	1.917675852	0.055152125	0.575620099
Rrp40	41.74751895	0.142805698	0.418832732	0.34096117	0.733132814	0.996878686
CG31937	1470.077109	0.276291348	0.115433423	2.393512558	0.01668791	0.306560949
CG17646	3322.01842	0.181102892	0.108433832	1.670169617	0.094885809	0.70527385
wry	4837.435572	0.072253567	0.091129016	0.79287114	0.427852903	0.958478685
Wdr62	1474.437671	0.04900179	0.140282288	0.349308462	0.726857747	0.996878686
Der-1	1047.125576	0.165862011	0.118471111	1.400020734	0.16150711	0.818320132
CG15362	43.19062559	0.364264432	0.384515251	0.947334158	0.34346853	0.94455994
CG7289	1599.577931	-0.080551136	0.115617492	-0.696703711	0.485988236	0.971266515
Npc2a	2706.597001	-0.29796858	0.115986993	-2.568982723	0.010199754	0.228133084
Nplp4	74.14164069	-1.587788018	0.330334726	-4.806603402	1.54E-06	0.000136978
CG4238	3972.229734	-0.109445459	0.101526336	-1.078000678	0.281033454	0.928744348
Su(dx)	177.7218331	-0.161643075	0.216367102	-0.747077878	0.455016553	0.96590517
Kebab	7.271060823	-0.734900928	0.960273948	-0.765303412	0.444090893	0.96473839
GlyP	1796.061387	-0.029128026	0.116775131	-0.249436891	0.803022852	0.996878686
TBCD	224.7198073	0.061272087	0.231665941	0.264484658	0.791406486	0.996878686
AIF	495.8295603	-0.000882498	0.15398259	-0.005731156	0.995427224	0.999569346
CG15382	113.014791	-0.256752895	0.243462775	-1.054587894	0.291613843	0.93233523
CR44065	23.0196796	-0.212472068	0.526457314	-0.403588405	0.686515413	0.996878686
CG34174	48.84908735	0.74152395	0.458297476	1.617997021	0.10566324	0.731902337
mio	243.6494628	-0.20090835	0.177616749	-1.131134037	0.25799868	0.911350999
papi	468.7890441	-0.250037968	0.160706607	-1.55586614	0.119739927	0.760860886
sau	1416.313608	0.100110875	0.153105192	0.653869888	0.513195636	0.978975836
CG4267	52.168905	0.648359537	0.447011821	1.450430406	0.146938533	0.798439441
CG16995	8.003955445	0.412705475	0.922996317	0.447136643	0.654776403	0.994541529
eys	2359.232943	0.068441231	0.127498175	0.536801652	0.59140463	0.991258051
Axud1	1599.833501	-0.114786294	0.134280306	-0.854825978	0.392647494	0.951192345
CG15390	109.894039	-0.05036491	0.278867234	-0.180605335	0.856677368	0.997504077
Atxn7	429.3599828	0.116878449	0.156037718	0.749039724	0.453833263	0.96590517
Eogt	74.96512472	0.181743739	0.309059075	0.588055015	0.556495366	0.985587819
CG9870	52.09826159	-0.052570045	0.363987191	-0.144428282	0.885162285	0.997504077
VGlut	19272.9192	-0.071724398	0.089088491	-0.80509163	0.420766805	0.958317915
CG9886	215.0547496	0.29188873	0.20403337	1.430593092	0.152546868	0.805361049
dpp	129.0815515	0.293897042	0.282235677	1.041317826	0.297728066	0.935168048
oaf	874.1497892	-0.417036191	0.159994358	-2.606568116	0.009145463	0.21018729
Elba2	77.96634849	-0.758024787	0.313096168	-2.421060571	0.015475298	0.294302189
Arpc5	453.8402765	-0.060821281	0.197138224	-0.308520997	0.757685925	0.996878686
CG15394	125.2841121	0.41908734	0.258273672	1.622648316	0.104664606	0.729123406
CG31690	586.6659675	-0.216513702	0.145304893	-1.490064771	0.136207206	0.784299412
CG31689	571.9983457	-0.174302615	0.18726445	-0.930783256	0.351965693	0.94703138
Hrs	718.0223282	0.081198544	0.155995018	0.520520111	0.602701114	0.994171265
Cwc25	135.4312427	0.460182504	0.260204029	1.768544884	0.076969856	0.6538684
Bacc	32185.50083	-0.058696171	0.10260569	-0.572055717	0.567284228	0.987157993
Trn-SR	121.6726166	-0.161433039	0.248909013	-0.648562451	0.516621233	0.978975836
aph-1	478.5954631	0.129872814	0.143399272	0.905672752	0.365109089	0.947053134
Taf10	1107.013476	0.225528473	0.127349779	1.77093729	0.07657113	0.652069725
CG2862	1197.803813	0.151735571	0.119267579	1.27222814	0.203292072	0.871161256
daw	254.5548436	0.222939497	0.203443757	1.095828647	0.273153769	0.923725933
RpS21	7704.129684	0.060512072	0.095359102	0.634570491	0.525708579	0.979340567
CG2991	1053.15871	-0.110529394	0.114288905	-0.967105198	0.333491447	0.943736445
CG8814	5253.091413	0.187455425	0.099919859	1.876057748	0.060647351	0.598493553
CG31950	76.30289493	0.164239356	0.30896231	0.531583792	0.595014293	0.991902363
betaggt-II	1001.952848	0.008027434	0.149268259	0.053778572	0.957111582	0.998262761
lilli	507.8865017	-0.48851112	0.182571699	-2.67572205	0.007456846	0.183628358
Rbp9	1753.886261	-0.261389925	0.099569282	-2.625206477	0.008659644	0.202350642
gammaTub23C	1063.040976	-0.039626592	0.1170384	-0.338577696	0.734927887	0.996878686
CG3165	265.5044242	0.029076843	0.175877662	0.16532425	0.868688773	0.997504077
Bem46	167.6470302	0.252794832	0.250504026	1.009144788	0.312905201	0.938286669
CG3558	893.562244	0.117606535	0.117068257	1.004597984	0.315090469	0.939950825
CG17265	3.768972688	1.228081984	1.428946473	0.859431761	0.390102353	0.951192345
CG17264	52.04835205	0.247316171	0.481824951	0.513290504	0.607748126	0.994541529
CG3542	651.5433452	-0.192001436	0.162287416	-1.183095036	0.236771485	0.895430786
GABPI	1444.793905	0.089817754	0.113731894	0.789732333	0.429684104	0.959896028
CG17260	57.20965457	-0.370185031	0.410367548	-0.902081641	0.367013501	0.947053134
CG17221	123.0892147	0.364550867	0.273050549	1.335103952	0.181842326	0.84856152
FASN1	14951.77192	-0.053450534	0.144150976	-0.370795504	0.71078985	0.996878686
Hydr2	202.8073504	-0.151631959	0.210783834	-0.719371863	0.471911829	0.969981211
CG3277	245.3870582	0.085511327	0.177559437	0.481592693	0.630095318	0.994541529
CG8837	224.2905395	-0.207467147	0.201141018	-1.031451215	0.302329274	0.935168048
CG33281	25.24838571	0.441713843	0.589014974	0.749919548	0.45330316	0.96590517
Ptpa	262.4469145	-0.255289718	0.185715467	-1.374628196	0.169246742	0.828903095
CG31952	0	NA	NA	NA	NA	NA
CG2772	30.61091435	0.765934288	0.622982445	1.229463678	0.218898008	0.889392877
Snx1	419.6164341	0.046493957	0.151898466	0.306085757	0.759539352	0.996878686
CG12795	392.5725641	-0.023983628	0.163149023	-0.147004422	0.88312853	0.997504077
Sec5	311.0761113	-0.165985283	0.176936318	-0.938107479	0.348189179	0.946277818
ND-PDSW	2757.164256	0.040727901	0.098036418	0.415436447	0.67782243	0.995554059
pgant4	793.8694729	3.593908786	0.274680223	13.0839736	4.07E-39	4.32E-36
Thor	1952.466516	0.472952975	0.186320059	2.538390005	0.01113638	0.234414054
CG17593	754.4356046	0.040143492	0.12047435	0.333211944	0.738974303	0.996878686
drm	105.7862436	1.401456288	0.314833055	4.451426762	8.53E-06	0.000670913
Dot	29.33090117	0.491500792	0.601860545	0.816635675	0.414136661	0.95814599
Drgx	1327.532054	-0.135940058	0.133417937	-1.018903907	0.308248589	0.935168048
CG2816	28.18237835	0.71439641	0.561545305	1.272197281	0.203303033	0.871161256
CG2818	507.7277732	-0.031736092	0.172429767	-0.18405228	0.853972442	0.997408062
Shaw	426.3739184	0.06153093	0.284082955	0.216594938	0.828524031	0.997016825
CG10019	302.1063866	-0.434526873	0.193705666	-2.243232643	0.024881816	0.387951726
CG43707	2450.944974	0.05953416	0.124340249	0.478800391	0.632080638	0.994541529
bowl	126.9542454	0.341351471	0.330240533	1.033644985	0.301302161	0.935168048
bark	133.3700326	0.224676685	0.228070147	0.985120975	0.324564652	0.942759365
Reph	4187.043499	-0.011241149	0.142076453	-0.079120419	0.936936842	0.997504077
slp1	260.8522993	-0.031378482	0.18863658	-0.166343568	0.867886581	0.997504077
slp2	64.54597304	-0.397366443	0.36666751	-1.083724171	0.278487115	0.928406967
Cep97	1690.764556	0.251356874	0.122970628	2.044039927	0.040949603	0.496266147
CG34176	86.06322964	2.325290658	0.469809907	4.949428739	7.44E-07	7.06E-05
CG15422	4.416012423	3.474717603	1.631322399	2.130000547	0.033171568	0.445279028
CG15423	5.417903533	1.008797018	1.230950906	0.819526606	0.412486028	0.95814599
CG43774	3.463482233	1.068729252	1.491203169	0.716689231	0.473565872	0.970424402
ed	2708.608686	0.017291038	0.127397427	0.135725178	0.892038543	0.997504077
Sr-CI	87.30661946	0.056266155	0.303986084	0.185094511	0.853154907	0.997408062
