gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ThrRS	283.6110704	0.002401223	0.160598447	0.014951719	0.988070698	0.996198579
Phae1	55.04784452	5.063730488	1.810151632	2.797406802	NA	NA
Phae2	108.9727345	4.247781912	1.508966049	2.815028154	NA	NA
CG17211	3.671279176	-0.145468398	1.264002691	-0.115085513	0.908377342	0.978816704
CG31760	414.0069319	-0.058614052	0.143759494	-0.407723001	0.683477049	0.942704207
CG31861	6.765359671	0.171904361	0.932071432	0.184432603	0.853674095	0.96669148
crok	81.08862167	-0.076263043	0.288625232	-0.264228605	0.79160377	0.958870065
bru1	285.1098141	0.184137489	0.171607058	1.073018154	0.283262971	0.757953849
CG31759	25.46822284	0.824506497	0.495344466	1.664511375	0.09601028	0.493604953
bru2	114.0133211	-0.739418898	0.309799259	-2.386767805	0.016997223	0.190954622
CG6405	8.349528684	0.619241801	0.898586253	0.68912895	0.490742123	0.876191569
CG6388	66.37379822	-0.057583614	0.300617915	-0.19155084	0.848094053	0.965848434
Elf	742.2032359	0.188386785	0.124899771	1.508303686	0.13147682	0.562021325
Oatp33Eb	30.37854559	4.15810722	1.676588732	2.480099704	0.013134565	0.160132885
CR43051	440.9326419	0.46014823	0.238658532	1.928061096	0.053847527	0.373057987
snoRNA:CG43051-a	39.00821233	0.497977256	0.450060874	1.106466446	0.26852468	0.744741929
nub	45.90295576	1.419647556	0.396585146	3.57967909	0.000344016	0.011932852
pdm2	230.1984601	0.216812217	0.202988518	1.068100895	0.285475002	0.760285064
CG6153	93.93219858	-0.08627667	0.279507772	-0.308673601	0.757569827	0.954277988
PICK1	119.515403	-0.122140714	0.229367157	-0.532511783	0.594371583	0.911057291
spict	306.7826019	0.159652038	0.157665346	1.01260069	0.31125093	0.779413486
CG6180	452.1145127	0.049842015	0.146447226	0.340341136	0.733599642	0.951475969
MRP	450.26371	-0.170693147	0.193376253	-0.882699631	0.377398582	0.821410667
Vha68-2	1966.44947	0.347674081	0.345184759	1.007211565	0.313833117	0.779447656
Vha68-3	1.494273157	-0.627835512	2.048546329	-0.306478552	0.759240308	NA
Tor	114.7888342	0.510321023	0.244508915	2.087126449	0.036876706	0.304076538
CR44197	5.962090935	0.039774351	0.958962786	0.041476428	0.966916085	0.993038531
CG5142	9.862875188	-1.841650641	0.908812071	-2.026437258	0.042719996	0.327904678
CG43050	0.700361091	2.852798234	3.330534707	0.856558627	0.391688859	NA
Sirt1	642.9466887	0.176013134	0.117314293	1.500355411	0.133522363	0.564095969
CG5439	140.4510744	-0.040195249	0.211009744	-0.190490015	0.848925167	0.966132752
CG5287	491.7180994	0.231399178	0.149939993	1.543278567	0.122763202	0.545774637
CG5458	56.42379097	-0.101814285	0.350386412	-0.290577151	0.771374737	0.954639865
Edem2	215.3973315	-0.033290568	0.207156602	-0.160702424	0.87232778	0.970298056
Pect	1121.981572	-0.240241868	0.118281738	-2.03109857	0.042244996	0.326611221
snRNA:U2:34ABb	12.10627233	-1.060809958	0.673259449	-1.575633227	0.115110354	0.533736895
CG5705	113.8876717	-0.165305286	0.241330358	-0.684975097	0.493359636	0.877708692
CG16812	685.1193393	-0.170630381	0.120452913	-1.416573302	0.156607719	0.599235458
CG5867	1543.181279	0.285578167	0.137877505	2.071245538	0.038335856	0.310498669
CG5945	102.3112263	-0.263400429	0.318076039	-0.82810522	0.407610914	0.835615206
CG16820	114.1473073	-0.272039601	0.302092421	-0.900517795	0.367844759	0.817752586
CG44085	27.20492602	0.42984791	0.585359071	0.734332022	0.462746406	0.863667987
Uvrag	222.0648416	0.139619722	0.180262487	0.77453565	0.438614095	0.849309073
CG31729	501.318682	0.10600978	0.126988509	0.83479821	0.403831334	0.834055814
CG16826	353.2520439	3.650319522	1.577755237	2.313615849	NA	NA
CG6523	418.9740887	-0.098070338	0.150114342	-0.653304252	0.513560152	0.886139932
Tap42	116.8023415	-0.263237226	0.232201759	-1.133657331	0.256938315	0.735550874
CG31855	367.5066355	-0.236451226	0.1548334	-1.527133208	0.126727891	0.553433968
CG6565	185.8622044	-0.12513941	0.211235641	-0.592416171	0.55357194	0.902667757
beta'COP	593.0799025	0.081066373	0.161587792	0.501686244	0.615888242	0.92101621
loqs	556.5569459	-0.150797034	0.135716702	-1.111116256	0.266518312	0.744741929
CG7099	117.39306	0.179233664	0.230216344	0.778544479	0.436248095	0.848937988
CG7110	30.52399639	0.062926295	0.474941936	0.132492607	0.894594671	0.975597654
CG43850	8.010651102	-1.183723338	0.987689691	-1.198476961	0.230731387	0.706177882
CG42784	3999.823957	-0.237205062	0.112465642	-2.109133582	0.034933053	0.294742269
Tehao	11.45846173	0.184129839	0.910840068	0.202153864	0.83979644	0.964717097
CG46308	3648.447459	-0.248236182	0.117089116	-2.120061974	0.034000819	0.289576725
kuz	435.8309415	0.217452351	0.139850516	1.5548913	0.11997196	0.542083829
CG18507	184.2030399	0.606765333	0.306080378	1.982372531	0.047437562	0.346596993
CG31813	0	NA	NA	NA	NA	NA
TM9SF4	873.4012989	-0.089037759	0.105703431	-0.842335561	0.399600151	0.830546139
p38b	165.2574536	-0.145410507	0.222290176	-0.654147248	0.513016944	0.886139932
CG31731	58.95882137	-0.043493485	0.328636607	-0.132345224	0.894711238	0.975597654
CG16863	48.96333577	0.108394435	0.340358888	0.318470998	0.75012769	0.953745376
Sec71	173.7507008	-0.52136365	0.194665922	-2.678248168	0.007400836	0.111354002
CAH1	5078.981529	0.030184444	0.089507145	0.337229437	0.735943948	0.951475969
CG16865	56.15600243	-0.182970145	0.356157992	-0.513733087	0.607438616	0.916096535
Sos	309.6261959	0.125795042	0.184189863	0.682963979	0.494629604	0.878116683
b	108.2919175	0.11563929	0.31417941	0.36806769	0.712822762	0.946693322
Orc5	18.76067358	0.084403761	0.553855121	0.152393212	0.878876811	0.972731941
RpII33	119.1765209	0.30064507	0.242319425	1.240697358	0.214717571	0.684882772
CenG1A	581.5830128	0.063740169	0.129467782	0.492324563	0.622489918	0.924702332
CG7953	21.803385	6.8544818	2.487602183	2.755457382	NA	NA
Ance	298.2656261	0.470111646	0.516462088	0.910253932	0.362688607	0.814920578
Ance-2	4.202245752	2.100612924	1.507167762	1.393748578	0.163393541	0.608121482
Ance-3	89.7093206	-0.07157974	0.284846572	-0.251292264	0.801588156	0.96097303
NimB1	57.88423855	-0.046051069	0.359065191	-0.128252669	0.897949021	0.976324096
NimB5	211.4331724	0.028838012	0.181851534	0.158579979	0.873999804	0.971299458
Cyp28a5	1096.619174	0.277638552	0.115391299	2.406061411	0.016125554	0.184601411
NimC2	37.09010585	-0.596290586	0.425554741	-1.401207715	0.161151968	0.605922558
bgm	744.0691735	0.804544572	0.210609464	3.820077968	0.000133409	0.005726603
hll	66.90585112	0.396449084	0.33881148	1.170117034	0.241953874	0.718784124
nAChRalpha5	4130.118846	0.162025151	0.085754858	1.889399094	0.058838372	0.386932403
NimC4	73.23028704	-2.247572766	0.476516032	-4.716678169	2.40E-06	0.000207535
CG46301	197.7807343	0.134013095	0.185082079	0.724073862	0.469020391	0.867045068
wb	53.68284619	0.163081828	0.340139215	0.479456121	0.631614177	0.926364907
CG33090	253.6844504	-0.261509979	0.177298316	-1.474971593	0.140220181	0.574962325
Rab14	2258.326769	-0.136420318	0.090944574	-1.500038003	0.133604559	0.564095969
Pgant35A	50.59468231	0.314925743	0.356484668	0.88342016	0.377009302	0.82130468
spel1	39.20699385	0.03615924	0.411536908	0.087863905	0.929984845	0.98465642
noc	636.3360015	0.136356168	0.148828833	0.916194566	0.359564855	0.811798628
CR44855	8.338867185	-0.110079373	0.805675387	-0.136629931	0.891323317	0.975033133
CR43411	19.92954703	0.430760566	0.554749128	0.776496157	0.437456089	0.848937988
Adhr	34247.89722	0.049911851	0.105831128	0.471617864	0.637199573	0.928353258
Adh	34249.08065	0.049927754	0.105837772	0.471738524	0.637113436	0.928353258
CG15282	16.00359204	-3.130550672	2.038106491	-1.536009372	NA	NA
CG34165	10.10858044	-2.674109589	1.276658824	-2.094615679	0.03620517	0.301086038
CG34166	1302.750689	-0.28087404	0.445165209	-0.630943376	0.528077549	0.891744164
CG4691	0.289570082	-1.795777034	4.052053166	-0.443177066	0.657637666	NA
DCTN5-p25	230.7335863	-0.450239643	0.197346241	-2.281470573	0.022520616	0.225468792
NC2beta	76.79866429	0.022091956	0.279440724	0.079057754	0.936986686	0.985377585
l(2)35Bd	106.2473286	-0.753195471	0.23811531	-3.163154318	0.001560696	0.036792421
GABA-B-R1	1016.509488	0.036299197	0.130406012	0.278355239	0.780739676	0.956724175
CG33310	48.31189284	-0.220458579	0.379985529	-0.580176248	0.561795769	0.903969089
yellow-c	75.64249267	0.484905264	0.42006428	1.154359672	0.248352742	0.727057888
Su(H)	78.14001181	0.127058361	0.289551721	0.438810586	0.660798789	0.935776361
CG33679	6.581502348	1.669211649	1.004242532	1.662159882	0.096480722	0.494597607
vas	4.152083569	0.860780928	1.30597497	0.659109821	0.50982525	0.885504489
CG15270	558.4113541	0.142984507	0.136523598	1.047324486	0.294949946	0.766542469
stc	516.2383493	0.264234885	0.152161902	1.736537737	0.082468798	0.45321588
dao	1412.67292	0.059658991	0.115788732	0.515240038	0.606385294	0.916096535
l(2)35Cc	69.5099277	-0.129435562	0.349547268	-0.370294874	0.711162793	0.946497054
CG15263	5.463701255	4.807831358	1.846816078	2.603308155	0.009232892	0.12816062
esg	10.17574322	-0.095852629	0.849683721	-0.112809775	0.910181369	0.979312361
lace	357.6229811	-0.145359599	0.166232863	-0.874433587	0.381882173	0.822449196
kek3	403.4221901	-0.035214854	0.163109899	-0.215896487	0.829068435	0.964127087
CG18480	7.32297385	2.529613534	1.331887373	1.899269852	0.057529005	0.383353044
Mtr4	300.488889	0.080019009	0.162843842	0.491384925	0.623154224	0.924702332
CG3793	617.8717364	-0.076421333	0.142905152	-0.534769612	0.592809179	0.910287697
beat-Ic	1068.027666	-0.065829392	0.124890357	-0.527097473	0.598125901	0.913258571
CG13245	66.82734651	0.3955674	0.308412437	1.282592245	0.199634969	0.664289227
CR44844	29.63670631	-0.596606109	0.451244488	-1.322134953	0.186123217	0.648003169
BicC	8.784534586	-0.533700936	0.842816685	-0.633234896	0.526580261	0.891508602
CG45084	8.784534586	-0.533700936	0.842816685	-0.633234896	0.526580261	0.891508602
beat-Ia	91.1549179	-0.263885844	0.263272487	-1.00232974	0.316184364	0.78094733
Ca-alpha1D	1411.074333	0.250081879	0.101219809	2.470681192	0.013485598	0.163445451
CG42817	324.9536264	0.100476101	0.151426319	0.66353129	0.506990347	0.884133817
EndoGI	149.2101455	0.21518668	0.272088453	0.790870314	0.429019673	0.847048979
CG4935	33.28256407	-0.396134863	0.429689723	-0.921909092	0.356575996	0.809379758
pkaap	348.4170212	-0.062324263	0.166936595	-0.373340925	0.708894721	0.946051402
CG17329	20.10727076	-0.084233112	0.521840394	-0.161415469	0.871766184	0.970032858
Cyp303a1	20.42953536	-0.381435439	0.526987291	-0.723803867	0.469186155	0.867045068
CG17328	233.3969678	-0.391291418	0.237408963	-1.648174581	0.099316851	0.501748842
c(2)M	22.61128258	-0.103442232	0.496889822	-0.208179415	0.835088881	0.964717097
Syx5	942.055976	-0.020355607	0.11017243	-0.184761353	0.853416222	0.96669148
fzy	6.527728416	-0.234339234	0.911227983	-0.257168611	0.797048614	0.959571896
CG4278	96.88967288	0.108114467	0.312516282	0.345948268	0.729381593	0.950504205
CG4440	0.265906149	1.515852789	4.058044307	0.373542691	0.708744578	NA
CG4455	45.53023399	-0.410364861	0.399273364	-1.027779207	0.304053699	0.772014328
jhamt	203.514298	-0.173780547	0.195447079	-0.889143739	0.373925835	0.819277372
Idgf1	251.7590442	0.211352482	0.186948594	1.13053796	0.258249613	0.735550874
Idgf2	1473.88935	0.195366262	0.127628481	1.530741887	0.125833197	0.551631318
Idgf3	1235.942788	0.261722664	0.104080875	2.514608601	0.01191646	0.150629897
Tpr2	1626.475981	-0.002939976	0.106172487	-0.027690559	0.977908953	0.995299154
CG42389	1909.375017	0.352091522	0.121720508	2.89262284	0.003820398	0.070914839
CG31815	71.41890046	-0.89221392	0.346592256	-2.574246552	0.010045866	0.134494167
CG4631	9.704531152	-0.79718567	0.85466944	-0.932741517	0.350953443	0.804675443
her	215.2536704	-0.073788816	0.178241193	-0.413982957	0.678886588	0.941599745
squ	5.004006835	-0.909919583	1.077871657	-0.844181752	0.39856785	0.830331966
grp	888.5735041	-0.097852494	0.12868742	-0.760388968	0.447022115	0.854659939
Cyt-c-d	2.047955351	3.344773747	1.930999826	1.732146063	0.083247559	NA
Cyt-c-p	2981.867879	-0.208315587	0.097702693	-2.132137622	0.032995535	0.285167783
CG31812	41.03014636	0.126205976	0.384245317	0.328451565	0.74257026	0.952286912
CG17904	83.92814686	0.255268973	0.283602295	0.900094879	0.368069761	0.817752586
BuGZ	3040.53042	0.365358642	0.096029569	3.804647323	0.000142006	0.006020369
yellow-b	24.32028404	-0.46695715	0.541159515	-0.862882638	0.388201997	0.824079327
Mhc	409.0740064	0.15448561	0.561258822	0.275248431	0.783125381	0.957127624
CG17928	76.40937714	-0.373294707	0.305529124	-1.221797458	0.22178423	0.692700131
Ugt36Bc	376.7969097	-0.23774063	0.1941652	-1.224424509	0.220792128	0.690954539
mdy	161.199909	-0.27315156	0.323273151	-0.844955913	0.398135455	0.830281671
AspRS-m	244.5159152	-0.066656713	0.16614901	-0.401186342	0.688282935	0.942704207
SclB	76.14536011	0.524215277	0.346063298	1.514795936	0.12982409	0.55882048
SclA	76.14536011	0.524215277	0.346063298	1.514795936	0.12982409	0.55882048
CR31781	241.2298126	-0.064276912	0.261764145	-0.245552774	0.806028451	0.962584038
CG34313	499.1215835	0.116119555	0.166566898	0.697134644	0.485718535	0.874464846
tweek	280.6303926	0.03845557	0.162195097	0.237094526	0.812583459	0.962874948
beat-IIIb	681.3420248	0.134760772	0.130771654	1.030504456	0.302773262	0.771401454
CR44408	4.301703448	0.103319512	1.173736197	0.088026179	0.929855869	0.98465642
beat-IIIa	215.8684585	-0.299677306	0.181678998	-1.649487886	0.099047723	0.501748842
CLIP-190	1861.91823	0.197754462	0.113699344	1.739275315	0.081986347	0.45167024
CG15141	711.3271268	-0.13550678	0.127776255	-1.060500475	0.288916974	0.761772384
CR46204	7.234715966	-0.326094355	0.908796091	-0.358820156	0.719729633	0.948305195
Sgt	575.1532332	-0.235748179	0.146044881	-1.614217333	0.106480294	0.51344778
CG5110	214.322794	-0.033714676	0.198492405	-0.169853731	0.865125169	0.969062744
CG5131	363.4182568	-0.303023561	0.157193612	-1.927709125	0.053891316	0.373110445
CR45919	38.80703753	-0.2939853	0.499518148	-0.588537776	0.556171386	0.902793045
Oli	137.5008217	0.013069004	0.21238195	0.061535379	0.950932839	0.988447968
Sytalpha	225.9646998	-0.150775634	0.176503823	-0.854234382	0.392975137	0.82634633
CG5674	511.0414859	0.172864306	0.126446055	1.36709925	0.171594198	0.623549712
CG31740	0.486930665	0.79244796	3.902761799	0.203047995	0.839097519	NA
rdo	356.2984672	-0.164510423	0.150994063	-1.08951584	0.275926474	0.752009136
Arr1	6945.468803	-0.230784689	0.473443448	-0.487459886	0.625932463	0.925661053
ninaD	7.870682961	-0.3528002	0.973200233	-0.362515532	0.716966819	0.947888745
CG15152	25.11485745	3.722418246	0.959568742	3.879261675	0.000104774	0.00486208
CG5758	5901.389058	-0.025283853	0.09248339	-0.273388044	0.784554942	0.957413529
CG15155	5.974978976	2.861595717	1.379601325	2.074219315	0.038058947	0.309947252
CG5783	17.40039234	0.061106105	0.571427864	0.106935815	0.9148399	0.981437966
Fas3	512.5729156	0.158279557	0.145392501	1.088636322	0.276314293	0.752354658
let-7-C	99.65335815	-0.09337187	0.258245908	-0.361561858	0.717679472	0.948132074
grnd	37.3214291	0.349951316	0.45343138	0.77178451	0.440242067	0.849707124
CG10178	89.07569273	-0.231817276	0.282678484	-0.820074003	0.412173922	0.837895309
CG10211	6.480334241	-1.385098793	1.177393119	-1.17641149	0.239430483	0.718292043
CG15160	413.1773083	-0.027985938	0.154928766	-0.180637455	0.856652155	0.96669148
CG10333	67.93848673	0.036395423	0.312216233	0.116571206	0.907199856	0.978431001
MESR3	141.2070709	-0.141984671	0.223277015	-0.635912619	0.524833378	0.891508602
CG31751	1049.824297	-0.101895855	0.114604875	-0.889105766	0.37394624	0.819277372
CG10336	17.44880567	0.079532811	0.568399348	0.139924177	0.888719899	0.974743141
CG10338	131.7379562	-0.081487511	0.218238438	-0.373387528	0.70886004	0.946051402
CG10341	222.0548768	-0.060474755	0.176465122	-0.342700891	0.731823492	0.951274336
CG10343	184.293657	-0.016634857	0.201574515	-0.082524605	0.934229553	0.984836181
Grip71	16.83686839	0.05156107	0.607059276	0.084935809	0.932312423	0.98465642
CG17325	62.61308004	0.468975302	0.46485425	1.008865256	0.31303926	0.779436522
CG17324	6.074142421	-1.320281522	1.166415322	-1.131913734	0.257670704	0.735550874
CG17323	88.70154949	-0.228798341	0.267559778	-0.855129805	0.392479291	0.82634633
CG17322	27.39545651	-0.356195858	0.483203291	-0.737155281	0.461027925	0.862919637
ScpX	137.8659886	0.125107488	0.218864867	0.571619784	0.56757959	0.905034948
CG17321	970.648976	-0.103351908	0.127340416	-0.811619057	0.417010253	0.840472243
CG46304	7.059690616	0.26455821	1.153010325	0.229449992	0.818519184	0.964108928
CG10428	233.7161366	0.182882962	0.19243226	0.950375793	0.34192134	0.798242067
CR44741	11.29781197	0.367781123	0.752696197	0.488618283	0.625111967	0.925484705
Tango6	55.08611894	-0.028835318	0.369184069	-0.078105531	0.937744108	0.98573403
CG10431	28.29690115	-0.499455136	0.515042876	-0.969735063	0.332178568	0.789532074
CG15168	403.5257738	0.099364862	0.1461705	0.67978739	0.496639092	0.879253468
CG15169	1.250116022	-0.615935298	2.257376912	-0.272854433	0.784965115	NA
CG31793	121.0961819	0.269795755	0.243483131	1.108067542	0.267832647	0.744741929
CG15172	3.665567129	0.169320185	1.359019092	0.124589998	0.900848148	0.977036621
Sidpn	334.2820458	-0.068754497	0.175282207	-0.39225029	0.694873289	0.942704207
mib2	585.6633672	0.059156133	0.141410967	0.418327763	0.675707494	0.940694405
Catsup	742.7869119	0.44681973	0.13533955	3.301471971	0.000961789	0.025938102
Acn	1263.995491	-0.134091701	0.100299574	-1.33691197	0.181251373	0.641226527
CG10470	427.5355208	0.231271079	0.176501527	1.310306394	0.190092205	0.654084802
Rpn3	389.6137446	-0.305390929	0.14814435	-2.06144162	0.039260928	0.313782837
CG10492	257.9511719	0.284416233	0.206614284	1.376556487	0.168649412	0.618844171
CG10495	32.15155815	0.131684083	0.457759808	0.287670696	0.773598823	0.95497349
CG17343	100.2364498	-0.134629546	0.269303191	-0.499918123	0.61713273	0.921973204
amd	7.567477543	-0.164237859	0.920997724	-0.17832602	0.858466945	0.96735752
CG10561	702.7261054	0.080586939	0.163722314	0.4922172	0.622565807	0.924702332
l(2)37Cd	75.12582628	0.126440806	0.280769782	0.450336233	0.652468017	0.932925123
DCTN6-p27	396.3727626	0.069742707	0.155107402	0.449641386	0.652969041	0.933125142
brat	3104.808316	0.022792216	0.094907303	0.240152393	0.810212119	0.962667159
pigeon	973.3164357	-0.0256511	0.119618891	-0.214440213	0.830203786	0.964199899
drl	2183.416202	-0.018496452	0.092699479	-0.199531348	0.841847124	0.965249735
CG10750	28.84300481	0.408594453	0.451973268	0.904023495	0.365982943	0.817510035
CG13086	47.88498855	0.392476129	0.380169662	1.032370987	0.301898358	0.771065508
CG17350	9.334557807	0.154743991	0.958941088	0.161369653	0.871802267	0.970032858
lectin-37Da	139.636575	3.890293159	1.405080183	2.768733916	NA	NA
lectin-37Db	50.39293508	2.857144681	1.603140107	1.782217704	0.074713737	0.433319285
CG16771	84.06315629	0.113785222	0.292288609	0.389290646	0.697061155	0.943301026
CG13085	34.06453488	0.306362273	0.412842257	0.742080704	0.45803844	0.86176858
RtcB	389.1480172	0.283167114	0.144024931	1.966097902	0.049287303	0.355184959
Rab9	511.701378	-0.267581275	0.140824815	-1.900100316	0.057419956	0.382874038
RanGAP	74.63826996	-0.310612082	0.303272338	-1.024201823	0.305739958	0.774080375
CG10026	138.4591506	-0.394188033	0.265836001	-1.482824112	0.138121148	0.573572892
tj	62.94153617	0.196545622	0.303368136	0.647878265	0.517063689	0.886399944
CG13084	8.382199971	0.698529044	1.186950297	0.588507409	0.556191762	0.902793045
CG13083	9.248548361	1.799306065	1.289129801	1.39575244	0.162789057	0.607968779
CG18094	6.933036181	0.747354831	0.959669842	0.778762444	0.436119665	0.848937988
swm	318.1955276	0.28098249	0.166624394	1.686322655	0.09173367	0.480816966
Top3alpha	53.10642515	0.939378221	0.353654245	2.656205134	0.007902553	0.116803584
CG10132	243.4627232	0.055132653	0.180794968	0.304945727	0.760407488	0.954639865
CG10137	16.38402784	0.118207828	0.607474115	0.194589079	0.845714654	0.965486742
CG33116	558.8425084	-0.131388307	0.129918147	-1.011316047	0.311865188	0.779436522
CG13082	42.94787722	-0.113218654	0.393117109	-0.288002358	0.773344934	0.95497349
ref(2)P	2185.209394	0.086404472	0.121788255	0.709464739	0.478036126	0.870400878
Tep4	288.1939991	0.771145905	0.296704881	2.599033432	0.009348667	0.128332013
CG13077	67.08393543	1.381803899	0.381505172	3.621979462	0.000292357	0.010457866
msb1l	1.883182498	0.844415464	1.642589786	0.514075682	0.607199079	NA
CG10366	891.9952525	-0.139885139	0.122594782	-1.141036642	0.253854675	0.733365861
Lar	2139.893432	0.195055317	0.097351129	2.003626652	0.045110069	0.336025978
CG46244	1283.735103	0.306389899	0.106102571	2.887676482	0.003880988	0.071909965
Nf-YB	90.87912846	0.140777499	0.303999418	0.463084763	0.643303611	0.930057728
CG10463	34.16345913	0.009099834	0.439640656	0.020698345	0.983486289	0.99595599
CG10466	25.19386265	-0.245831879	0.474020913	-0.518609774	0.604032892	0.916074766
sick	2401.943337	0.398027345	0.087113761	4.569052484	4.90E-06	0.00039432
CR43827	4.641385589	0.68911111	1.090138439	0.632131741	0.527300796	0.891744164
COX4	8808.267693	-0.208322664	0.090497264	-2.30197749	0.021336442	0.218497039
CG16772	376.1675784	0.516300729	0.239246772	2.15802589	0.030925819	0.274359778
CG10680	1716.850667	0.040998801	0.148627238	0.275849849	0.782663394	0.957127624
sNPF	1806.10572	-0.367603048	0.097829973	-3.75757079	0.000171571	0.007119821
lok	32.6665846	0.085654876	0.502459456	0.17047122	0.864639566	0.96900702
bwa	259.3188044	0.426883483	0.16244748	2.627824594	0.008593281	0.122955534
neb	8.881415902	0.475851076	0.816659802	0.582679684	0.560108952	0.903625552
CG10721	95.1019753	0.265181736	0.253637147	1.04551616	0.295784476	0.767335893
nesd	12.93847615	-1.03907438	0.664819787	-1.562941418	0.118066375	0.538450269
Kua	19.1054106	0.755392168	0.600569158	1.257793808	0.208466336	0.6771162
spir	2597.731732	0.28533935	0.140180946	2.035507373	0.041799847	0.325478079
RtGEF	128.9787401	0.068949609	0.257389314	0.267880621	0.788791211	0.958734826
Arpc2	805.5342602	0.059576363	0.122494023	0.486361391	0.62671096	0.925661053
CG31688	237.7699391	0.522949234	0.212770271	2.457811568	0.01397865	0.167641696
CG31687	38.71943441	0.485545536	0.419216503	1.158221426	0.246773687	0.725531541
Cdc23	240.4378702	-0.016186327	0.177272317	-0.091307698	0.927248102	0.983375535
CR45347	14.85822585	-0.304353998	0.726090701	-0.419168014	0.675093346	0.940206034
CG15475	5.36157002	-1.495503383	1.018574855	-1.468231202	0.142041431	0.579132444
CG17472	0	NA	NA	NA	NA	NA
CG2608	194.9129445	0.174324136	0.294530852	0.591870547	0.553937278	0.902667757
Uhg3	163.7502363	-0.55853288	0.236886703	-2.357805962	0.018383299	0.199983894
CG2611	165.0952784	-0.049863854	0.205367032	-0.242803597	0.808157549	0.962667159
CG2614	51.84190963	-0.073942798	0.348832233	-0.211972377	0.832128585	0.96429569
IKKepsilon	71.84510995	0.16714005	0.289952297	0.57643982	0.564317936	0.904953824
CG2617	79.62577786	-0.281616511	0.3227129	-0.872653403	0.382852023	0.822449196
Fs(2)Ket	1511.339155	0.062818094	0.096957918	0.647890287	0.517055914	0.886399944
Ns4	121.9429859	-0.002054728	0.245519926	-0.008368885	0.993322674	0.99833283
dia	276.5317761	0.263317747	0.167716997	1.570012298	0.11641225	0.537311381
cad	3.650827034	0.856802235	1.369047793	0.625838075	0.531421155	0.893682785
Pomp	517.8608871	-0.042518651	0.136490047	-0.311514668	0.755409394	0.95384954
CG9328	919.7595269	-0.325768899	0.120459238	-2.704391159	0.006842968	0.1063292
CG9331	956.3198912	0.015310509	0.154003948	0.099416342	0.920807708	0.982374739
CG31673	299.9259867	-0.2001747	0.191940636	-1.042899012	0.296995067	0.767367091
CG31674	48.57289939	0.104891273	0.445229432	0.235589261	0.813751408	0.963261749
CG31676	2166.240663	-0.409447827	0.096760132	-4.231575763	2.32E-05	0.001484894
twit	236.1144143	0.067797169	0.171476799	0.395372254	0.692568182	0.942704207
CG9336	916.2405919	-0.232154622	0.399811542	-0.58066013	0.561469538	0.903960016
CG9338	523.9058655	0.029465866	0.130690274	0.225463343	0.821618839	0.964127087
CG31675	10.61210078	-0.661816298	0.845521225	-0.782731739	0.43378466	0.848937988
CG14401	117.6190248	0.078231956	0.229115298	0.341452346	0.732763074	0.951465103
Itgbn	11.85760774	1.327316576	0.853562167	1.555032109	0.119938422	0.542083829
tadr	88.51480316	0.394678896	0.283018343	1.394534688	0.163156202	0.607968779
CG14397	40.17534946	1.192742052	0.411323101	2.89976918	0.003734375	0.069948247
CG34136	278.4024649	-0.33613152	0.182080434	-1.84606062	0.064883404	0.408598532
CG9257	368.0929333	0.085078294	0.153058808	0.555853633	0.578310917	0.908166894
CG46307	241.3939424	0.090665703	0.210634888	0.430440103	0.666875528	0.937112963
Nhe2	701.0993457	0.004735441	0.137327308	0.034482878	0.972492096	0.993811484
CG9253	215.8748005	-0.096090937	0.183430771	-0.52385397	0.600380112	0.914552109
Mpp6	67.04279925	-0.142612747	0.298414099	-0.477902175	0.632719833	0.926461291
CG9248	354.6440465	0.048900816	0.163974664	0.298221778	0.765533901	0.954639865
CG9246	75.55384652	-0.015714559	0.281969639	-0.055731387	0.955555795	0.990054771
Acon	1655.90955	0.089442093	0.0938633	0.952897383	0.340642066	0.797080942
CG31627	5.509672253	0.221821118	1.059165765	0.20943003	0.834112552	0.964717097
Mcm10	1.777105148	0.817452082	2.010516316	0.406588136	0.684310512	NA
clumsy	13.31950395	0.405694565	0.771897898	0.525580605	0.599179635	0.913804382
CG8677	267.0749891	0.097280353	0.189650349	0.512945815	0.607989224	0.916096535
Hr39	656.6464203	-0.037738501	0.128985044	-0.29258044	0.769842867	0.954639865
l(2)k14505	163.1448413	-0.063562538	0.20320888	-0.312794099	0.754437099	0.95384954
CG8671	488.3525845	0.425754285	0.139637867	3.048988749	0.002296131	0.048873429
crc	4246.294595	0.090685581	0.096787922	0.936951416	0.348783549	0.803797129
CG46314	4202.520776	0.094676071	0.097155109	0.974483712	0.329816423	0.788203435
dimm	4.711171023	-0.992616148	1.229902371	-0.807069058	0.419626697	0.842424594
Tsp39D	198.8844396	-0.022343459	0.183445728	-0.121798742	0.90305841	0.977766
CG8665	136.7587913	0.47406751	0.37822352	1.253405685	0.210058104	0.678776497
nrv3	19072.90708	-0.168399883	0.087979701	-1.914076556	0.055610375	0.379927982
Lamp1	2413.646333	0.0073618	0.095880606	0.076780909	0.938797838	0.985836147
CR43148	245.6936068	-0.068876635	0.197792512	-0.348226706	0.727669933	0.950000716
CR44993	6.214956254	0.441307571	0.932599718	0.473201484	0.636069439	0.927943262
Ac3	365.1952835	-0.0378233	0.154191904	-0.245300166	0.806224023	0.962584038
